METRO_ID	Metropolitan areas	Year	POP_DENS
AT001	Vienna	2000	267.27
AT001	Vienna	2001	269.9
AT001	Vienna	2002	272.56
AT001	Vienna	2003	275.26
AT001	Vienna	2004	277.99
AT001	Vienna	2005	280.75
AT001	Vienna	2006	283.54
AT001	Vienna	2007	286.38
AT001	Vienna	2008	289.24
AT001	Vienna	2009	292.15
AT001	Vienna	2010	295.09
AT001	Vienna	2011	298.07
AT001	Vienna	2012	301.08
AT001	Vienna	2013	304.14
AT001	Vienna	2014	307.23
AT002	Graz	2000	179.92
AT002	Graz	2001	181.59
AT002	Graz	2002	183.28
AT002	Graz	2003	185.01
AT002	Graz	2004	186.76
AT002	Graz	2005	188.55
AT002	Graz	2006	190.36
AT002	Graz	2007	192.2
AT002	Graz	2008	194.07
AT002	Graz	2009	195.97
AT002	Graz	2010	197.91
AT002	Graz	2011	199.87
AT002	Graz	2012	201.87
AT002	Graz	2013	203.9
AT002	Graz	2014	205.96
AT003	Linz	2000	165.29
AT003	Linz	2001	165.94
AT003	Linz	2002	166.6
AT003	Linz	2003	167.27
AT003	Linz	2004	167.94
AT003	Linz	2005	168.62
AT003	Linz	2006	169.31
AT003	Linz	2007	170.0
AT003	Linz	2008	170.7
AT003	Linz	2009	171.41
AT003	Linz	2010	172.12
AT003	Linz	2011	172.84
AT003	Linz	2012	173.57
AT003	Linz	2013	174.31
AT003	Linz	2014	175.05
AUS	Australia	2000	2.47
AUS	Australia	2001	2.5
AUS	Australia	2002	2.53
AUS	Australia	2003	2.56
AUS	Australia	2004	2.59
AUS	Australia	2005	2.62
AUS	Australia	2006	2.65
AUS	Australia	2007	2.7
AUS	Australia	2008	2.76
AUS	Australia	2009	2.82
AUS	Australia	2010	2.86
AUS	Australia	2011	2.9
AUS	Australia	2012	2.95
AUS	Australia	2013	3.0
AUS	Australia	2014	3.05
AUS01	Sydney	2000	332.15
AUS01	Sydney	2001	335.48
AUS01	Sydney	2002	338.18
AUS01	Sydney	2003	340.38
AUS01	Sydney	2004	342.2
AUS01	Sydney	2005	344.88
AUS01	Sydney	2006	348.04
AUS01	Sydney	2007	353.71
AUS01	Sydney	2008	360.58
AUS01	Sydney	2009	367.35
AUS01	Sydney	2010	372.51
AUS01	Sydney	2011	376.88
AUS01	Sydney	2012	382.38
AUS01	Sydney	2013	388.94
AUS01	Sydney	2014	395.83
AUS02	Melbourne	2000	342.35
AUS02	Melbourne	2001	346.45
AUS02	Melbourne	2002	350.93
AUS02	Melbourne	2003	355.73
AUS02	Melbourne	2004	360.47
AUS02	Melbourne	2005	365.96
AUS02	Melbourne	2006	372.23
AUS02	Melbourne	2007	380.25
AUS02	Melbourne	2008	389.13
AUS02	Melbourne	2009	399.06
AUS02	Melbourne	2010	406.39
AUS02	Melbourne	2011	412.67
AUS02	Melbourne	2012	420.9
AUS02	Melbourne	2013	430.03
AUS02	Melbourne	2014	439.49
AUS03	Brisbane	2000	107.48
AUS03	Brisbane	2001	109.67
AUS03	Brisbane	2002	112.4
AUS03	Brisbane	2003	115.31
AUS03	Brisbane	2004	118.09
AUS03	Brisbane	2005	120.85
AUS03	Brisbane	2006	123.58
AUS03	Brisbane	2007	126.86
AUS03	Brisbane	2008	130.31
AUS03	Brisbane	2009	133.95
AUS03	Brisbane	2010	136.53
AUS03	Brisbane	2011	139.07
AUS03	Brisbane	2012	142.04
AUS03	Brisbane	2013	144.8
AUS03	Brisbane	2014	147.3
AUS04	Perth	2000	226.8
AUS04	Perth	2001	230.66
AUS04	Perth	2002	233.7
AUS04	Perth	2003	237.11
AUS04	Perth	2004	240.94
AUS04	Perth	2005	244.87
AUS04	Perth	2006	249.93
AUS04	Perth	2007	258.1
AUS04	Perth	2008	266.72
AUS04	Perth	2009	275.67
AUS04	Perth	2010	282.29
AUS04	Perth	2011	290.6
AUS04	Perth	2012	301.9
AUS04	Perth	2013	312.68
AUS04	Perth	2014	320.34
AUS05	Adelaide	2000	351.6
AUS05	Adelaide	2001	354.42
AUS05	Adelaide	2002	356.57
AUS05	Adelaide	2003	358.82
AUS05	Adelaide	2004	360.76
AUS05	Adelaide	2005	363.48
AUS05	Adelaide	2006	367.15
AUS05	Adelaide	2007	371.77
AUS05	Adelaide	2008	376.5
AUS05	Adelaide	2009	382.01
AUS05	Adelaide	2010	386.87
AUS05	Adelaide	2011	390.26
AUS05	Adelaide	2012	394.74
AUS05	Adelaide	2013	398.68
AUS05	Adelaide	2014	402.78
AUS06	Gold Coast-Tweed Heads	2000	210.14
AUS06	Gold Coast-Tweed Heads	2001	215.44
AUS06	Gold Coast-Tweed Heads	2002	223.89
AUS06	Gold Coast-Tweed Heads	2003	233.07
AUS06	Gold Coast-Tweed Heads	2004	240.72
AUS06	Gold Coast-Tweed Heads	2005	247.88
AUS06	Gold Coast-Tweed Heads	2006	255.41
AUS06	Gold Coast-Tweed Heads	2007	264.93
AUS06	Gold Coast-Tweed Heads	2008	273.1
AUS06	Gold Coast-Tweed Heads	2009	281.12
AUS06	Gold Coast-Tweed Heads	2010	286.92
AUS06	Gold Coast-Tweed Heads	2011	291.96
AUS06	Gold Coast-Tweed Heads	2012	298.46
AUS06	Gold Coast-Tweed Heads	2013	304.31
AUS06	Gold Coast-Tweed Heads	2014	309.35
AUT	Austria	2000	97.04
AUT	Austria	2001	97.27
AUT	Austria	2002	97.79
AUT	Austria	2003	98.24
AUT	Austria	2004	98.76
AUT	Austria	2005	99.47
AUT	Austria	2006	100.11
AUT	Austria	2007	100.46
AUT	Austria	2008	100.78
AUT	Austria	2009	101.11
AUT	Austria	2010	101.33
AUT	Austria	2011	101.62
AUT	Austria	2012	102.03
AUT	Austria	2013	102.56
AUT	Austria	2014	103.23
BE001	Brussels	2000	689.41
BE001	Brussels	2001	696.17
BE001	Brussels	2002	703.01
BE001	Brussels	2003	709.94
BE001	Brussels	2004	716.96
BE001	Brussels	2005	724.08
BE001	Brussels	2006	731.28
BE001	Brussels	2007	738.59
BE001	Brussels	2008	745.99
BE001	Brussels	2009	753.49
BE001	Brussels	2010	761.09
BE001	Brussels	2011	768.79
BE001	Brussels	2012	776.59
BE001	Brussels	2013	784.5
BE001	Brussels	2014	792.51
BE002	Antwerp	2000	844.6
BE002	Antwerp	2001	850.03
BE002	Antwerp	2002	855.51
BE002	Antwerp	2003	861.05
BE002	Antwerp	2004	866.63
BE002	Antwerp	2005	872.26
BE002	Antwerp	2006	877.94
BE002	Antwerp	2007	883.68
BE002	Antwerp	2008	889.46
BE002	Antwerp	2009	895.3
BE002	Antwerp	2010	901.19
BE002	Antwerp	2011	907.13
BE002	Antwerp	2012	913.13
BE002	Antwerp	2013	919.18
BE002	Antwerp	2014	925.29
BE003	Ghent	2000	530.14
BE003	Ghent	2001	533.65
BE003	Ghent	2002	537.19
BE003	Ghent	2003	540.76
BE003	Ghent	2004	544.35
BE003	Ghent	2005	547.98
BE003	Ghent	2006	551.64
BE003	Ghent	2007	555.33
BE003	Ghent	2008	559.04
BE003	Ghent	2009	562.79
BE003	Ghent	2010	566.57
BE003	Ghent	2011	570.38
BE003	Ghent	2012	574.22
BE003	Ghent	2013	578.09
BE003	Ghent	2014	582.0
BE005	Liege	2000	491.13
BE005	Liege	2001	493.32
BE005	Liege	2002	495.52
BE005	Liege	2003	497.73
BE005	Liege	2004	499.97
BE005	Liege	2005	502.21
BE005	Liege	2006	504.47
BE005	Liege	2007	506.75
BE005	Liege	2008	509.04
BE005	Liege	2009	511.35
BE005	Liege	2010	513.67
BE005	Liege	2011	516.01
BE005	Liege	2012	518.37
BE005	Liege	2013	520.74
BE005	Liege	2014	523.12
BEL	Belgium	2000	337.61
BEL	Belgium	2001	338.41
BEL	Belgium	2002	339.94
BEL	Belgium	2003	341.46
BEL	Belgium	2004	342.8
BEL	Belgium	2005	344.43
BEL	Belgium	2006	346.59
BEL	Belgium	2007	349.0
BEL	Belgium	2008	351.72
BEL	Belgium	2009	354.56
BEL	Belgium	2010	356.86
BEL	Belgium	2011	361.12
BEL	Belgium	2012	363.91
BEL	Belgium	2013	366.01
BEL	Belgium	2014	369.45
CAN	Canada	2000	3.37
CAN	Canada	2001	3.41
CAN	Canada	2002	3.45
CAN	Canada	2003	3.48
CAN	Canada	2004	3.51
CAN	Canada	2005	3.55
CAN	Canada	2006	3.58
CAN	Canada	2007	3.62
CAN	Canada	2008	3.66
CAN	Canada	2009	3.7
CAN	Canada	2010	3.74
CAN	Canada	2011	3.78
CAN	Canada	2012	3.82
CAN	Canada	2013	3.87
CAN	Canada	2014	3.91
CAN01	Edmonton	2000	47.46
CAN01	Edmonton	2001	48.51
CAN01	Edmonton	2002	49.45
CAN01	Edmonton	2003	50.41
CAN01	Edmonton	2004	51.39
CAN01	Edmonton	2005	52.39
CAN01	Edmonton	2006	53.41
CAN01	Edmonton	2007	54.76
CAN01	Edmonton	2008	56.15
CAN01	Edmonton	2009	57.58
CAN01	Edmonton	2010	59.05
CAN01	Edmonton	2011	60.56
CAN01	Edmonton	2012	61.93
CAN01	Edmonton	2013	63.34
CAN01	Edmonton	2014	64.77
CAN04	Calgary	2000	78.17
CAN04	Calgary	2001	80.25
CAN04	Calgary	2002	82.37
CAN04	Calgary	2003	84.55
CAN04	Calgary	2004	86.79
CAN04	Calgary	2005	89.09
CAN04	Calgary	2006	91.46
CAN04	Calgary	2007	93.96
CAN04	Calgary	2008	96.53
CAN04	Calgary	2009	99.18
CAN04	Calgary	2010	101.91
CAN04	Calgary	2011	104.73
CAN04	Calgary	2012	107.6
CAN04	Calgary	2013	110.56
CAN04	Calgary	2014	113.61
CAN06	Winnipeg	2000	33.89
CAN06	Winnipeg	2001	34.2
CAN06	Winnipeg	2002	34.4
CAN06	Winnipeg	2003	34.61
CAN06	Winnipeg	2004	34.82
CAN06	Winnipeg	2005	35.03
CAN06	Winnipeg	2006	35.24
CAN06	Winnipeg	2007	35.67
CAN06	Winnipeg	2008	36.11
CAN06	Winnipeg	2009	36.55
CAN06	Winnipeg	2010	37.01
CAN06	Winnipeg	2011	37.47
CAN06	Winnipeg	2012	37.81
CAN06	Winnipeg	2013	38.16
CAN06	Winnipeg	2014	38.52
CAN09	Vancouver	2000	389.4
CAN09	Vancouver	2001	395.69
CAN09	Vancouver	2002	400.83
CAN09	Vancouver	2003	406.06
CAN09	Vancouver	2004	411.37
CAN09	Vancouver	2005	416.77
CAN09	Vancouver	2006	422.26
CAN09	Vancouver	2007	430.57
CAN09	Vancouver	2008	439.07
CAN09	Vancouver	2009	447.78
CAN09	Vancouver	2010	456.69
CAN09	Vancouver	2011	465.82
CAN09	Vancouver	2012	473.62
CAN09	Vancouver	2013	481.58
CAN09	Vancouver	2014	489.7
CAN16	Quebec	2000	119.21
CAN16	Quebec	2001	120.64
CAN16	Quebec	2002	121.59
CAN16	Quebec	2003	122.56
CAN16	Quebec	2004	123.53
CAN16	Quebec	2005	124.52
CAN16	Quebec	2006	125.52
CAN16	Quebec	2007	127.57
CAN16	Quebec	2008	129.67
CAN16	Quebec	2009	131.81
CAN16	Quebec	2010	133.99
CAN16	Quebec	2011	136.23
CAN16	Quebec	2012	137.93
CAN16	Quebec	2013	139.65
CAN16	Quebec	2014	141.41
CAN20	Montreal	2000	336.83
CAN20	Montreal	2001	340.83
CAN20	Montreal	2002	344.62
CAN20	Montreal	2003	348.49
CAN20	Montreal	2004	352.44
CAN20	Montreal	2005	356.48
CAN20	Montreal	2006	360.61
CAN20	Montreal	2007	365.39
CAN20	Montreal	2008	370.27
CAN20	Montreal	2009	375.26
CAN20	Montreal	2010	380.35
CAN20	Montreal	2011	385.56
CAN20	Montreal	2012	390.55
CAN20	Montreal	2013	395.65
CAN20	Montreal	2014	400.85
CAN21	Ottawa-Gatineau	2000	69.57
CAN21	Ottawa-Gatineau	2001	70.61
CAN21	Ottawa-Gatineau	2002	71.37
CAN21	Ottawa-Gatineau	2003	72.15
CAN21	Ottawa-Gatineau	2004	72.94
CAN21	Ottawa-Gatineau	2005	73.74
CAN21	Ottawa-Gatineau	2006	74.55
CAN21	Ottawa-Gatineau	2007	75.96
CAN21	Ottawa-Gatineau	2008	77.4
CAN21	Ottawa-Gatineau	2009	78.87
CAN21	Ottawa-Gatineau	2010	80.37
CAN21	Ottawa-Gatineau	2011	81.9
CAN21	Ottawa-Gatineau	2012	83.13
CAN21	Ottawa-Gatineau	2013	84.39
CAN21	Ottawa-Gatineau	2014	85.66
CAN26	Toronto	2000	371.86
CAN26	Toronto	2001	378.17
CAN26	Toronto	2002	384.73
CAN26	Toronto	2003	391.57
CAN26	Toronto	2004	398.69
CAN26	Toronto	2005	406.12
CAN26	Toronto	2006	413.88
CAN26	Toronto	2007	421.41
CAN26	Toronto	2008	429.16
CAN26	Toronto	2009	437.13
CAN26	Toronto	2010	445.34
CAN26	Toronto	2011	453.79
CAN26	Toronto	2012	462.86
CAN26	Toronto	2013	472.27
CAN26	Toronto	2014	482.02
CAN29	Hamilton	2000	216.47
CAN29	Hamilton	2001	218.11
CAN29	Hamilton	2002	219.48
CAN29	Hamilton	2003	220.85
CAN29	Hamilton	2004	222.24
CAN29	Hamilton	2005	223.64
CAN29	Hamilton	2006	225.06
CAN29	Hamilton	2007	227.06
CAN29	Hamilton	2008	229.08
CAN29	Hamilton	2009	231.12
CAN29	Hamilton	2010	233.18
CAN29	Hamilton	2011	235.26
CAN29	Hamilton	2012	237.05
CAN29	Hamilton	2013	238.86
CAN29	Hamilton	2014	240.69
CH001	Zurich	2000	947.78
CH001	Zurich	2001	955.06
CH001	Zurich	2002	962.44
CH001	Zurich	2003	969.94
CH001	Zurich	2004	977.54
CH001	Zurich	2005	985.26
CH001	Zurich	2006	993.1
CH001	Zurich	2007	1001.06
CH001	Zurich	2008	1009.12
CH001	Zurich	2009	1017.32
CH001	Zurich	2010	1025.64
CH001	Zurich	2011	1034.08
CH001	Zurich	2012	1042.66
CH001	Zurich	2013	1051.36
CH001	Zurich	2014	1060.2
CH002	Geneva	2000	440.13
CH002	Geneva	2001	445.32
CH002	Geneva	2002	450.74
CH002	Geneva	2003	456.37
CH002	Geneva	2004	462.19
CH002	Geneva	2005	468.22
CH002	Geneva	2006	474.43
CH002	Geneva	2007	480.84
CH002	Geneva	2008	487.41
CH002	Geneva	2009	494.18
CH002	Geneva	2010	501.13
CH002	Geneva	2011	508.25
CH002	Geneva	2012	515.57
CH002	Geneva	2013	523.07
CH002	Geneva	2014	530.77
CH003	Basel	2000	514.33
CH003	Basel	2001	516.38
CH003	Basel	2002	518.45
CH003	Basel	2003	520.54
CH003	Basel	2004	522.67
CH003	Basel	2005	524.82
CH003	Basel	2006	527.01
CH003	Basel	2007	529.22
CH003	Basel	2008	531.46
CH003	Basel	2009	533.73
CH003	Basel	2010	536.03
CH003	Basel	2011	538.36
CH003	Basel	2012	540.72
CH003	Basel	2013	543.12
CH003	Basel	2014	545.54
CHE	Switzerland	2000	179.13
CHE	Switzerland	2001	180.12
CHE	Switzerland	2002	181.41
CHE	Switzerland	2003	182.87
CHE	Switzerland	2004	184.12
CHE	Switzerland	2005	185.4
CHE	Switzerland	2006	186.5
CHE	Switzerland	2007	187.74
CHE	Switzerland	2008	189.86
CHE	Switzerland	2009	192.57
CHE	Switzerland	2010	194.67
CHE	Switzerland	2011	196.77
CHE	Switzerland	2012	198.89
CHE	Switzerland	2013	201.0
CHE	Switzerland	2014	203.51
CHL	Chile	2000	20.8
CHL	Chile	2001	21.04
CHL	Chile	2002	21.27
CHL	Chile	2003	21.51
CHL	Chile	2004	21.74
CHL	Chile	2005	21.98
CHL	Chile	2006	22.2
CHL	Chile	2007	22.42
CHL	Chile	2008	22.65
CHL	Chile	2009	22.87
CHL	Chile	2010	23.09
CHL	Chile	2011	23.3
CHL	Chile	2012	23.51
CHL	Chile	2013	23.72
CHL	Chile	2014	24.07
CL010	Valparaíso	2000	631.82
CL010	Valparaíso	2001	640.13
CL010	Valparaíso	2002	648.57
CL010	Valparaíso	2003	657.14
CL010	Valparaíso	2004	665.84
CL010	Valparaíso	2005	674.67
CL010	Valparaíso	2006	683.63
CL010	Valparaíso	2007	692.74
CL010	Valparaíso	2008	701.98
CL010	Valparaíso	2009	711.36
CL010	Valparaíso	2010	720.88
CL010	Valparaíso	2011	730.55
CL010	Valparaíso	2012	740.37
CL010	Valparaíso	2013	750.34
CL010	Valparaíso	2014	760.47
CL011	Santiago	2000	1279.8
CL011	Santiago	2001	1290.26
CL011	Santiago	2002	1301.1
CL011	Santiago	2003	1312.33
CL011	Santiago	2004	1323.96
CL011	Santiago	2005	1336.01
CL011	Santiago	2006	1348.49
CL011	Santiago	2007	1361.41
CL011	Santiago	2008	1374.78
CL011	Santiago	2009	1388.63
CL011	Santiago	2010	1402.98
CL011	Santiago	2011	1417.83
CL011	Santiago	2012	1433.21
CL011	Santiago	2013	1449.13
CL011	Santiago	2014	1465.62
CL020	Concepción	2000	444.94
CL020	Concepción	2001	447.42
CL020	Concepción	2002	450.0
CL020	Concepción	2003	452.68
CL020	Concepción	2004	455.46
CL020	Concepción	2005	458.34
CL020	Concepción	2006	461.32
CL020	Concepción	2007	464.42
CL020	Concepción	2008	467.63
CL020	Concepción	2009	470.96
CL020	Concepción	2010	474.41
CL020	Concepción	2011	477.98
CL020	Concepción	2012	481.69
CL020	Concepción	2013	485.54
CL020	Concepción	2014	489.53
CZ001	Prague	2000	424.45
CZ001	Prague	2001	428.1
CZ001	Prague	2002	431.84
CZ001	Prague	2003	435.68
CZ001	Prague	2004	439.62
CZ001	Prague	2005	443.66
CZ001	Prague	2006	447.81
CZ001	Prague	2007	452.09
CZ001	Prague	2008	456.5
CZ001	Prague	2009	461.03
CZ001	Prague	2010	465.72
CZ001	Prague	2011	470.57
CZ001	Prague	2012	475.59
CZ001	Prague	2013	480.81
CZ001	Prague	2014	486.22
CZ002	Brno	2000	264.46
CZ002	Brno	2001	265.02
CZ002	Brno	2002	265.59
CZ002	Brno	2003	266.19
CZ002	Brno	2004	266.79
CZ002	Brno	2005	267.43
CZ002	Brno	2006	268.07
CZ002	Brno	2007	268.74
CZ002	Brno	2008	269.42
CZ002	Brno	2009	270.13
CZ002	Brno	2010	270.86
CZ002	Brno	2011	271.61
CZ002	Brno	2012	272.38
CZ002	Brno	2013	273.18
CZ002	Brno	2014	273.99
CZ003	Ostrava	2000	615.12
CZ003	Ostrava	2001	614.12
CZ003	Ostrava	2002	613.13
CZ003	Ostrava	2003	612.16
CZ003	Ostrava	2004	611.21
CZ003	Ostrava	2005	610.26
CZ003	Ostrava	2006	609.33
CZ003	Ostrava	2007	608.41
CZ003	Ostrava	2008	607.51
CZ003	Ostrava	2009	606.62
CZ003	Ostrava	2010	605.74
CZ003	Ostrava	2011	604.88
CZ003	Ostrava	2012	604.03
CZ003	Ostrava	2013	603.19
CZ003	Ostrava	2014	602.37
CZE	Czech Republic	2000	133.01
CZE	Czech Republic	2001	132.87
CZE	Czech Republic	2002	132.09
CZE	Czech Republic	2003	132.05
CZE	Czech Republic	2004	132.16
CZE	Czech Republic	2005	132.28
CZE	Czech Republic	2006	132.69
CZE	Czech Republic	2007	133.17
CZE	Czech Republic	2008	134.39
CZE	Czech Republic	2009	135.52
CZE	Czech Republic	2010	136.03
CZE	Czech Republic	2011	136.37
CZE	Czech Republic	2012	136.02
CZE	Czech Republic	2013	136.17
CZE	Czech Republic	2014	136.12
DE001	Berlin	2000	701.21
DE001	Berlin	2001	701.74
DE001	Berlin	2002	702.31
DE001	Berlin	2003	702.92
DE001	Berlin	2004	703.57
DE001	Berlin	2005	704.25
DE001	Berlin	2006	704.98
DE001	Berlin	2007	705.75
DE001	Berlin	2008	706.55
DE001	Berlin	2009	707.4
DE001	Berlin	2010	708.3
DE001	Berlin	2011	709.23
DE001	Berlin	2012	710.22
DE001	Berlin	2013	711.24
DE001	Berlin	2014	712.32
DE002	Hamburg	2000	508.7
DE002	Hamburg	2001	509.6
DE002	Hamburg	2002	510.51
DE002	Hamburg	2003	511.43
DE002	Hamburg	2004	512.36
DE002	Hamburg	2005	513.31
DE002	Hamburg	2006	514.26
DE002	Hamburg	2007	515.23
DE002	Hamburg	2008	516.21
DE002	Hamburg	2009	517.2
DE002	Hamburg	2010	518.21
DE002	Hamburg	2011	519.22
DE002	Hamburg	2012	520.25
DE002	Hamburg	2013	521.3
DE002	Hamburg	2014	522.35
DE003	Munich	2000	410.21
DE003	Munich	2001	414.35
DE003	Munich	2002	418.54
DE003	Munich	2003	422.79
DE003	Munich	2004	427.1
DE003	Munich	2005	431.47
DE003	Munich	2006	435.9
DE003	Munich	2007	440.38
DE003	Munich	2008	444.93
DE003	Munich	2009	449.54
DE003	Munich	2010	454.21
DE003	Munich	2011	458.94
DE003	Munich	2012	463.75
DE003	Munich	2013	468.61
DE003	Munich	2014	473.55
DE004	Cologne	2000	938.04
DE004	Cologne	2001	940.65
DE004	Cologne	2002	943.29
DE004	Cologne	2003	945.95
DE004	Cologne	2004	948.64
DE004	Cologne	2005	951.35
DE004	Cologne	2006	954.09
DE004	Cologne	2007	956.86
DE004	Cologne	2008	959.65
DE004	Cologne	2009	962.46
DE004	Cologne	2010	965.3
DE004	Cologne	2011	968.17
DE004	Cologne	2012	971.06
DE004	Cologne	2013	973.98
DE004	Cologne	2014	976.93
DE005	Frankfurt	2000	638.48
DE005	Frankfurt	2001	639.33
DE005	Frankfurt	2002	640.2
DE005	Frankfurt	2003	641.07
DE005	Frankfurt	2004	641.96
DE005	Frankfurt	2005	642.87
DE005	Frankfurt	2006	643.78
DE005	Frankfurt	2007	644.71
DE005	Frankfurt	2008	645.65
DE005	Frankfurt	2009	646.6
DE005	Frankfurt	2010	647.57
DE005	Frankfurt	2011	648.55
DE005	Frankfurt	2012	649.54
DE005	Frankfurt	2013	650.54
DE005	Frankfurt	2014	651.56
DE006	Essen	2000	2314.75
DE006	Essen	2001	2302.62
DE006	Essen	2002	2290.56
DE006	Essen	2003	2278.56
DE006	Essen	2004	2266.62
DE006	Essen	2005	2254.75
DE006	Essen	2006	2242.95
DE006	Essen	2007	2231.21
DE006	Essen	2008	2219.53
DE006	Essen	2009	2207.91
DE006	Essen	2010	2196.36
DE006	Essen	2011	2184.86
DE006	Essen	2012	2173.43
DE006	Essen	2013	2162.07
DE006	Essen	2014	2150.76
DE007	Stuttgart	2000	970.54
DE007	Stuttgart	2001	971.76
DE007	Stuttgart	2002	973.0
DE007	Stuttgart	2003	974.25
DE007	Stuttgart	2004	975.52
DE007	Stuttgart	2005	976.81
DE007	Stuttgart	2006	978.11
DE007	Stuttgart	2007	979.43
DE007	Stuttgart	2008	980.76
DE007	Stuttgart	2009	982.1
DE007	Stuttgart	2010	983.47
DE007	Stuttgart	2011	984.85
DE007	Stuttgart	2012	986.25
DE007	Stuttgart	2013	987.67
DE007	Stuttgart	2014	989.1
DE008	Leipzig	2000	405.7
DE008	Leipzig	2001	404.44
DE008	Leipzig	2002	403.22
DE008	Leipzig	2003	402.03
DE008	Leipzig	2004	400.88
DE008	Leipzig	2005	399.77
DE008	Leipzig	2006	398.69
DE008	Leipzig	2007	397.65
DE008	Leipzig	2008	396.65
DE008	Leipzig	2009	395.67
DE008	Leipzig	2010	394.73
DE008	Leipzig	2011	393.83
DE008	Leipzig	2012	392.95
DE008	Leipzig	2013	392.11
DE008	Leipzig	2014	391.3
DE009	Dresden	2000	475.05
DE009	Dresden	2001	476.13
DE009	Dresden	2002	477.25
DE009	Dresden	2003	478.42
DE009	Dresden	2004	479.63
DE009	Dresden	2005	480.88
DE009	Dresden	2006	482.16
DE009	Dresden	2007	483.49
DE009	Dresden	2008	484.85
DE009	Dresden	2009	486.26
DE009	Dresden	2010	487.71
DE009	Dresden	2011	489.19
DE009	Dresden	2012	490.71
DE009	Dresden	2013	492.28
DE009	Dresden	2014	493.88
DE010	Dortmund	2000	1592.62
DE010	Dortmund	2001	1583.19
DE010	Dortmund	2002	1573.86
DE010	Dortmund	2003	1564.63
DE010	Dortmund	2004	1555.48
DE010	Dortmund	2005	1546.42
DE010	Dortmund	2006	1537.45
DE010	Dortmund	2007	1528.57
DE010	Dortmund	2008	1519.77
DE010	Dortmund	2009	1511.06
DE010	Dortmund	2010	1502.43
DE010	Dortmund	2011	1493.89
DE010	Dortmund	2012	1485.43
DE010	Dortmund	2013	1477.05
DE010	Dortmund	2014	1468.74
DE011	Düsseldorf	2000	1262.95
DE011	Düsseldorf	2001	1262.61
DE011	Düsseldorf	2002	1262.29
DE011	Düsseldorf	2003	1261.99
DE011	Düsseldorf	2004	1261.72
DE011	Düsseldorf	2005	1261.47
DE011	Düsseldorf	2006	1261.24
DE011	Düsseldorf	2007	1261.04
DE011	Düsseldorf	2008	1260.86
DE011	Düsseldorf	2009	1260.7
DE011	Düsseldorf	2010	1260.57
DE011	Düsseldorf	2011	1260.46
DE011	Düsseldorf	2012	1260.37
DE011	Düsseldorf	2013	1260.31
DE011	Düsseldorf	2014	1260.27
DE012	Bremen	2000	321.84
DE012	Bremen	2001	321.93
DE012	Bremen	2002	322.03
DE012	Bremen	2003	322.12
DE012	Bremen	2004	322.22
DE012	Bremen	2005	322.32
DE012	Bremen	2006	322.43
DE012	Bremen	2007	322.54
DE012	Bremen	2008	322.65
DE012	Bremen	2009	322.76
DE012	Bremen	2010	322.88
DE012	Bremen	2011	323.0
DE012	Bremen	2012	323.13
DE012	Bremen	2013	323.26
DE012	Bremen	2014	323.39
DE013	Hanover	2000	400.28
DE013	Hanover	2001	399.79
DE013	Hanover	2002	399.31
DE013	Hanover	2003	398.83
DE013	Hanover	2004	398.35
DE013	Hanover	2005	397.88
DE013	Hanover	2006	397.42
DE013	Hanover	2007	396.96
DE013	Hanover	2008	396.51
DE013	Hanover	2009	396.07
DE013	Hanover	2010	395.63
DE013	Hanover	2011	395.19
DE013	Hanover	2012	394.76
DE013	Hanover	2013	394.34
DE013	Hanover	2014	393.92
DE014	Nuremberg	2000	372.11
DE014	Nuremberg	2001	372.25
DE014	Nuremberg	2002	372.4
DE014	Nuremberg	2003	372.55
DE014	Nuremberg	2004	372.71
DE014	Nuremberg	2005	372.87
DE014	Nuremberg	2006	373.03
DE014	Nuremberg	2007	373.2
DE014	Nuremberg	2008	373.37
DE014	Nuremberg	2009	373.54
DE014	Nuremberg	2010	373.72
DE014	Nuremberg	2011	373.91
DE014	Nuremberg	2012	374.1
DE014	Nuremberg	2013	374.29
DE014	Nuremberg	2014	374.49
DE015	Bochum	2000	2217.2
DE015	Bochum	2001	2196.56
DE015	Bochum	2002	2176.12
DE015	Bochum	2003	2155.88
DE015	Bochum	2004	2135.84
DE015	Bochum	2005	2115.99
DE015	Bochum	2006	2096.35
DE015	Bochum	2007	2076.9
DE015	Bochum	2008	2057.64
DE015	Bochum	2009	2038.57
DE015	Bochum	2010	2019.68
DE015	Bochum	2011	2000.99
DE015	Bochum	2012	1982.47
DE015	Bochum	2013	1964.14
DE015	Bochum	2014	1945.99
DE027	Freiburg im Breisgau	2000	334.07
DE027	Freiburg im Breisgau	2001	335.44
DE027	Freiburg im Breisgau	2002	336.83
DE027	Freiburg im Breisgau	2003	338.22
DE027	Freiburg im Breisgau	2004	339.61
DE027	Freiburg im Breisgau	2005	341.02
DE027	Freiburg im Breisgau	2006	342.44
DE027	Freiburg im Breisgau	2007	343.87
DE027	Freiburg im Breisgau	2008	345.31
DE027	Freiburg im Breisgau	2009	346.76
DE027	Freiburg im Breisgau	2010	348.22
DE027	Freiburg im Breisgau	2011	349.69
DE027	Freiburg im Breisgau	2012	351.17
DE027	Freiburg im Breisgau	2013	352.66
DE027	Freiburg im Breisgau	2014	354.16
DE033	Augsburg	2000	320.87
DE033	Augsburg	2001	321.9
DE033	Augsburg	2002	322.95
DE033	Augsburg	2003	324.0
DE033	Augsburg	2004	325.06
