id	relid	year	active_year	code_status	type_of_violence	conflict_dset_id	conflict_new_id	conflict_name	dyad_dset_id	dyad_new_id	dyad_name	side_a_dset_id	side_a_new_id	side_a	side_b_dset_id	side_b_new_id	side_b	number_of_sources	source_article	source_office	source_date	source_headline	source_original	where_prec	where_coordinates	where_description	adm_1	adm_2	latitude	longitude	geom_wkt	priogrid_gid	country	country_id	region	event_clarity	date_prec	date_start	date_end	deaths_a	deaths_b	deaths_civilians	deaths_unknown	best_est	high_est	low_est
222046	COL-1999-1-237-14	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 2 May 1999 "Fourteen die in Colombia fighting.				local media citing military sources	1	Dabeiba town	town of Dabeiba, Uraba region	Antioquia department	Dabeiba municipality	7.001719	-76.267225	POINT (-76.267225 7.001719)	139888	Colombia	100	Americas	1	1	05/01/1999 00:00:00	05/01/1999 00:00:00	6	0	0	0	6	6	6
222047	COL-1999-1-237-17	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	`ABC' web site, Madrid, in Spanish 15 May 99.				Military spokesman	1	Pore town	town of Pore,  Casanare region	Casanare department	Pore municipality	5.72992	-72.00159	POINT (-72.001590 5.729920)	137736	Colombia	100	Americas	1	1	05/15/1999 00:00:00	05/15/1999 00:00:00	1	0	0	0	1	1	1
222048	COL-1999-3-1632-24	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Reuters 1999-6-3 /Rutas del Conflicto "Masacre de La Gabarra mayo de 1999" http://rutasdelconflicto.com/interna.php?masacre=204				church officials/local townspeople	1	La Gabarra village	La Gabarra town, Tibu district, Norte de Santander province	Norte de Santander department	Tibú municipality	9.000916	-72.910858	POINT (-72.910858 9.000916)	142775	Colombia	100	Americas	1	1	05/29/1999 00:00:00	05/29/1999 00:00:00	0	0	5	0	5	30	5
222049	COL-1999-3-1632-25	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de El Zulia 13 de junio 1999" http://rutasdelconflicto.com/interna.php?masacre=305					3	Zulia municipality	a place known as the Y, in a rural area of ​​the municipality of Zulia, within 50 kilometers of Cucuta. Norte De Santander	Norte de Santander department	Zulia municipality	8.06543	-72.65986	POINT (-72.659860 8.065430)	141335	Colombia	100	Americas	1	1	06/13/1999 00:00:00	06/13/1999 00:00:00	0	0	4	0	4	4	4
222050	COL-1999-1-237-16	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Radio Cadena Nacional web site, Bogota, in Spanish 6 May 99				Police spokesman	1	Pensilvania town	Pensilvania,  155 km to the northeast of Manizales, the capital city of Caldas Department which borders Antioquia Department.	Caldas department	Pensilvania municipality	5.383456	-75.161219	POINT (-75.161219 5.383456)	137010	Colombia	100	Americas	1	1	05/06/1999 00:00:00	05/06/1999 00:00:00	10	0	0	0	10	10	10
222051	COL-1999-1-237-18	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Radio Exterior de Espana Servicio Mundial, Madrid, in Spanish 1200 gmt 24 May 99					4	Antioquia department	Antioquia	Antioquia department		7	-75.5	POINT (-75.500000 7.000000)	139890	Colombia	100	Americas	1	1	05/24/1999 00:00:00	05/24/1999 00:00:00	2	2	0	0	4	4	4
222052	COL-1999-2-23-3	1999	True	Clear	2	2-23	4586	AUC - FARC	23	5196	AUC - FARC	1632	771	AUC	1604	743	FARC	-1	Radio Exterior de Espana Servicio Mundial, Madrid, in Spanish 24 May 99.				Local radio	4	Antioquia department	north-west Antioquia Department.	Antioquia department		7	-75.5	POINT (-75.500000 7.000000)	139890	Colombia	100	Americas	1	1	05/24/1999 00:00:00	05/24/1999 00:00:00	6	0	0	0	6	13	6
222053	COL-1999-3-1632-26	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Saiza" http://rutasdelconflicto.com/interna.php?masacre=21					1	Saiza village	village of Saiza, in the municipality of Tierralta, Córdoba	Córdoba department	Tierralta municipality	7.445144	-76.244483	POINT (-76.244483 7.445144)	139888	Colombia	100	Americas	1	1	06/14/1999 00:00:00	06/14/1999 00:00:00	0	0	11	0	11	11	11
222054	COL-1999-1-342-999	1999	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE 18 May 1999 "COLOMBIA-REBELS COLOMBIAN ARMY KILLS 13 ELN REBELS, DISMANTLES REBEL CAMPS				Military spokesman	1	Granada town	town of Granada, province of Antioquia	Antioquia department	Granada municipality	6.143526	-75.185323	POINT (-75.185323 6.143526)	138450	Colombia	100	Americas	2	3	05/12/1999 00:00:00	05/18/1999 00:00:00	0	13	0	0	13	13	13
222055	COL-1999-1-237-19	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Radio Exterior de Espana Servicio Mundial, Madrid, in Spanish 28 May 99.					1	Puerto Carreño town	jungle area of Puerto Carreno on the Venezuelan border.	Vichada department	Puerto Carreño municipality	6.18903	-67.48588	POINT (-67.485880 6.189030)	138466	Colombia	100	Americas	1	1	05/28/1999 00:00:00	05/28/1999 00:00:00	0	3	0	0	3	3	3
222056	COL-1999-3-1632-27	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de San Carlos, junio 1999" http://rutasdelconflicto.com/interna.php?masacre=317					1	El Jordán town	El Jordán village, San Carlos, Antioquia	Antioquia department	San Carlos municipality	6.3	-74.83333	POINT (-74.833330 6.300000)	138451	Colombia	100	Americas	1	1	06/17/1999 00:00:00	06/17/1999 00:00:00	0	0	2	0	2	2	2
222057	COL-1999-1-237-20	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE 30 May 1999 "COLOMBIA-GUERRILLAS SIX KILLED IN CLASHES BETWEEN ARMY AND GUERRILLAS				Military spokesman	4	Casanare department	province of Casanare	Casanare department		5.5	-71.5	POINT (-71.500000 5.500000)	137738	Colombia	100	Americas	1	1	05/29/1999 00:00:00	05/29/1999 00:00:00	3	3	0	0	6	6	6
222058	COL-1999-1-342-2	1999	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Reuters 31 May 1999 "Colombian rebels kidnap at least 99 churchgoers." /Reuters 31 May 1999 "Colombian rebels kidnap about 100 churchgoers.				Military spokesman	1	Cali town	Cali	Valle del Cauca  department	Cali municipality	3.437222	-76.5225	POINT (-76.522500 3.437222)	134127	Colombia	100	Americas	1	1	05/30/1999 00:00:00	05/30/1999 00:00:00	0	3	0	0	3	3	3
222060	COL-1999-3-1605-2	1999	False	Clear	3	1605	606	ELN - Civilians	1605	1073	ELN - Civilians	1605	744	ELN	9999	1	Civilians	-1	Reuters 1999-6-10				authorities	3	Bolívar municipality	plane hijacked in Bucaramanga city, held in Bolivar province	Santander department	Bolívar municipality	6.09869	-74.15038	POINT (-74.150380 6.098690)	138452	Colombia	100	Americas	1	1	06/09/1999 00:00:00	06/09/1999 00:00:00	0	0	1	0	1	1	1
222061	COL-1999-3-1632-28	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de San Carlos, junio 1999" http://rutasdelconflicto.com/interna.php?masacre=317					1	Holanda town	La Holanda village, San Carlos, Antioquia	Antioquia department	San Carlos municipality	6.25417	-74.885	POINT (-74.885000 6.254170)	138451	Colombia	100	Americas	1	1	06/18/1999 00:00:00	06/18/1999 00:00:00	0	0	4	0	4	4	4
222062	COL-1999-3-1604-11	1999	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Samaná, mayo 1999" http://rutasdelconflicto.com/interna.php?masacre=543					1	La Quiebra village	Farm La Quiebra, village of La Argentina, located in the municipality of Samana, Caldas	Caldas department	Samaná municipality	5.47084	-74.92585	POINT (-74.925850 5.470840)	137011	Colombia	100	Americas	1	1	05/31/1999 00:00:00	05/31/1999 00:00:00	0	0	6	0	6	6	6
222064	COL-1999-1-237-21	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 7 June 1999 "Colombian rebels kidnap 10, kill eight policemen.				Police and military spokesmen	2	La Paz town	highway near the town of La Paz, northern El Cesar province	Cesar department	Robles municipality	10.38439	-73.173323	POINT (-73.173323 10.384390)	144214	Colombia	100	Americas	1	1	06/06/1999 00:00:00	06/06/1999 00:00:00	8	0	0	0	8	8	8
222065	COL-1999-1-342-3	1999	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE 9 June 1999 "COLOMBIA-GUERRILLAS ABOUT 50 ELN REBELS MAY HAVE DIED IN CLASHES WITH ARMY				Military spokesman	1	Tame town	Tame, a town in the jungle west of Arauca's capital, Arauca	Arauca department	Tame municipality	6.460995	-71.730043	POINT (-71.730043 6.460995)	138457	Colombia	100	Americas	1	1	06/08/1999 00:00:00	06/08/1999 00:00:00	0	0	0	0	0	50	0
222066	COL-1999-3-1604-12	1999	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Arauquita 1999" http://rutasdelconflicto.com/interna.php?masacre=416					3	Arauquita municipality	municipality of Arauquita, Arauca	Arauca department	Arauquita municipality	6.821944	-71.323611	POINT (-71.323611 6.821944)	139178	Colombia	100	Americas	1	1	06/09/1999 00:00:00	06/09/1999 00:00:00	0	0	6	0	6	6	6
222067	COL-1999-3-1632-3	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Reuters 1999-1-9				authorities	1	San Pablo town	San Pablo, a town in rural area of Bolivar province	Bolívar department	San Pablo municipality	7.477544	-73.922554	POINT (-73.922554 7.477544)	139893	Colombia	100	Americas	1	1	01/09/1999 00:00:00	01/09/1999 00:00:00	0	0	14	0	14	14	14
222069	COL-1999-2-23-4	1999	True	Clear	2	2-23	4586	AUC - FARC	23	5196	AUC - FARC	1632	771	AUC	1604	743	FARC	-1	Reuters 17 June 1999 "Colombia rebels said to kill 11 peasants.				Police spokesman	1	Tibú town	near the oil town of Tibu, on Colombia's border with Venezuela	Norte de Santander department	Tibú municipality	8.638955	-72.73583	POINT (-72.735830 8.638955)	142055	Colombia	100	Americas	2	2	06/14/1999 00:00:00	06/17/1999 00:00:00	0	0	10	0	10	10	10
222070	COL-1999-1-237-22	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 10 June 1999 "Colombian rebels kill eight police, one civilian.				Local official	1	El Espino town	town of El Espino in Boyaca province	Boyacá department	El Espino municipality	6.48277	-72.49718	POINT (-72.497180 6.482770)	138456	Colombia	100	Americas	1	1	06/10/1999 00:00:00	06/10/1999 00:00:00	8	0	1	0	9	9	9
222071	COL-1999-2-23-5	1999	True	Clear	2	2-23	4586	AUC - FARC	23	5196	AUC - FARC	1632	771	AUC	1604	743	FARC	-1	Reuters 22 June 1999 "Colombia rebels target death squads, kill peasants.				Military spokesman	4	Córdoba department	Nudo de Paramillo mountain range, northern Cordoba province	Córdoba department		8.333333	-75.666667	POINT (-75.666667 8.333333)	141329	Colombia	100	Americas	1	1	06/21/1999 00:00:00	06/21/1999 00:00:00	3	3	8	0	14	14	14
222072	COL-1999-3-1604-13	1999	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Salamina 1999" http://rutasdelconflicto.com/interna.php?masacre=541					1	San Félix village	village of La Cimitarra in San Felix village, Salamina, Caldas	Caldas department	Salamina municipality	5.43333	-75.33333	POINT (-75.333330 5.433330)	137010	Colombia	100	Americas	1	1	06/12/1999 00:00:00	06/12/1999 00:00:00	0	0	3	0	3	3	3
222073	COL-1999-3-1604-14	1999	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Salamina 1999" http://rutasdelconflicto.com/interna.php?masacre=541					1	San Pablo village	village of San Pablo, Salamina, Caldas	Caldas department	Salamina municipality	5.43856	-75.42387	POINT (-75.423870 5.438560)	137010	Colombia	100	Americas	1	1	06/12/1999 00:00:00	06/12/1999 00:00:00	0	0	2	0	2	2	2
222074	COL-1999-3-1632-29	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Orito 1999" http://rutasdelconflicto.com/interna.php?masacre=276					3	Orito municipality	in the vicinity of the village of El Playon, municipality of Orito, Putumayo	Putumayo department	Orito municipality	0.66822	-76.93474	POINT (-76.934740 0.668220)	130527	Colombia	100	Americas	1	1	06/19/1999 00:00:00	06/19/1999 00:00:00	0	0	4	0	4	4	4
222075	COL-1999-3-1604-2	1999	True	Clear	3	1604	605	FARC - Civilians	1604	1072	FARC - Civilians	1604	743	FARC	9999	1	Civilians	-1	Reuters 1999-6-17 /Rutas del Conflicto "Masacre de Puerto Rico 1999" http://rutasdelconflicto.com/interna.php?masacre=268				authorities	1	Puerto Rico town	Puerto Rico town, just outside the large demilitarized area in southern Colombia, Caqueta	Caquetá department	Puerto Rico municipality	1.905743	-75.154059	POINT (-75.154059 1.905743)	131970	Colombia	100	Americas	1	2	06/14/1999 00:00:00	06/17/1999 00:00:00	0	0	11	0	11	13	11
222076	COL-1999-3-1632-30	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de San Carlos, junio 1999" http://rutasdelconflicto.com/interna.php?masacre=317					1	Santa Isabel town	Santa Isabel village, San Carlos, Antioquia	Antioquia department	San Carlos municipality	6.29639	-74.85944	POINT (-74.859440 6.296390)	138451	Colombia	100	Americas	1	1	06/19/1999 00:00:00	06/19/1999 00:00:00	0	0	4	0	4	4	4
222078	COL-1999-3-1632-31	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Angelópolis" http://rutasdelconflicto.com/interna.php?masacre=650					3	Angelópolis municipality	La Promisión village, del municipio de Angelópolis, Antioquia	Antioquia department	Angelópolis municipality	6.13333	-75.7	POINT (-75.700000 6.133330)	138449	Colombia	100	Americas	1	1	06/26/1999 00:00:00	06/26/1999 00:00:00	0	0	4	0	4	4	4
222079	COL-1999-3-1632-32	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Orihueca 1999" http://rutasdelconflicto.com/interna.php?masacre=515					1	Santa Rosalia village	Rabo Largo area of the village of Santa Rosalia in the municipality of Zona Bananera, Magdalena	Magdalena department	Zona Bananera municipality	10.50153	-74.71074	POINT (-74.710740 10.501530)	144931	Colombia	100	Americas	1	1	07/08/1999 00:00:00	07/08/1999 00:00:00	0	0	1	0	1	1	1
222080	COL-1999-3-1632-33	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Orihueca 1999" http://rutasdelconflicto.com/interna.php?masacre=515					1	Orihueca village	village of Orihueca in the municipality of Zona Bananera, Magdalena	Magdalena department	Zona Bananera municipality	10.8388	-74.17074	POINT (-74.170740 10.838800)	144932	Colombia	100	Americas	1	1	07/08/1999 00:00:00	07/08/1999 00:00:00	0	0	3	0	3	3	3
222081	COL-1999-1-237-23	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 24 June 1999 "Colombian army helps death squads - Amnesty.				Amnesty spokesman / Military spokesman	4	Córdoba department	Nudo de Paramillo mountain range, Cordoba province	Córdoba department		8.333333	-75.666667	POINT (-75.666667 8.333333)	141329	Colombia	100	Americas	2	2	06/22/1999 00:00:00	06/23/1999 00:00:00	39	19	0	0	58	58	58
222082	COL-1999-3-1632-34	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Cúcuta - Agua Clara" http://rutasdelconflicto.com/interna.php?masacre=428					1	Agua Clara town	Agua Clara township north of Cucuta, Norte de Santander	Norte de Santander department	Cúcuta municipality	8.14351	-72.251775	POINT (-72.251775 8.143510)	141336	Colombia	100	Americas	1	1	07/10/1999 00:00:00	07/10/1999 00:00:00	0	0	4	0	4	4	4
222083	COL-1999-1-237-24	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Radio Cadena Nacional web site, Bogota, in Spanish 28 Jun 99					3	Samaniego municipality	checkpoint along the highway near Samaniego Municipality, Narino Department.	Nariño department	Samaniego municipality	1.41667	-77.66667	POINT (-77.666670 1.416670)	131245	Colombia	100	Americas	1	2	06/26/1999 00:00:00	06/27/1999 00:00:00	2	0	0	0	2	2	2
222084	COL-1999-1-237-25	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	EFE 8 July 1999 "COLOMBIA-CRIME MAYOR FOUND DEAD AFTER KIDNAPPING BY SUSPECTED GUERRILLAS				Officials	1	Between Mutata and Dabeiba town	between the towns of Mutata and Dabeiba, province of Antioquia	Antioquia department		7.61137	-76.243204	POINT (-76.243204 7.611370)	140608	Colombia	100	Americas	1	1	07/07/1999 00:00:00	07/07/1999 00:00:00	1	0	0	0	1	1	1
222085	COL-1999-1-237-26	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 8 July 1999 "52 killed in fighting in mountains near Bogota" /Reuters 9 july 1999 "Colombia army, rebels clash near Bogota, 78 dead." /Radio Cadena Nacional web site, Bogota, in Spanish 9 Jul 99				Military spokesman	2	Gutiérrez town	around the Andean village of Gutierrez, 15 miles (25 km) south of Bogota	Cundinamarca department	Gutiérrez municipality	4.25472	-74.0025	POINT (-74.002500 4.254720)	135572	Colombia	100	Americas	1	1	07/08/1999 00:00:00	07/08/1999 00:00:00	38	38	0	0	76	78	76
222086	COL-1999-2-177-999	1999	False	Clear	2	2-177	4728	AUC - ELN	177	5338	AUC - ELN	1632	771	AUC	1605	744	ELN	-1	Rutas del Conflicto "Masacre de Ortega" http://rutasdelconflicto.com/interna.php?masacre=530					1	Balsillas village	Manantial farm in the village Balsillas, located in the municipality of Ortega, Tolima	Tolima  department	Ortega municipality	3.80028	-75.2675	POINT (-75.267500 3.800280)	134850	Colombia	100	Americas	1	1	07/01/1999 00:00:00	07/01/1999 00:00:00	0	0	0	4	4	4	4
222087	COL-1999-3-1632-35	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Dabeiba, julio de 1999" http://rutasdelconflicto.com/interna.php?masacre=651					3	Dabeiba municipality	Remolinos village, del municipio de Dabeiba, Antioquia	Antioquia department	Dabeiba municipality	7	-76.25	POINT (-76.250000 7.000000)	139888	Colombia	100	Americas	1	1	07/18/1999 00:00:00	07/18/1999 00:00:00	0	0	1	0	1	1	1
222088	COL-1999-1-237-31	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 13 July 1999 "Sporadic clashes, Colombia says guerrillas routed.					1	Cucutilla town	town of Cucutilla, in northern Norte de Santander province	Norte de Santander department	Cucutilla municipality	7.53941	-72.77238	POINT (-72.772380 7.539410)	140615	Colombia	100	Americas	1	1	07/13/1999 00:00:00	07/13/1999 00:00:00	2	0	0	0	2	2	2
222090	COL-1999-3-1632-36	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Dabeiba, julio de 1999" http://rutasdelconflicto.com/interna.php?masacre=651					1	San José de Urama village	San José de Urama village, del municipio de Dabeiba, Antioquia	Antioquia department	Dabeiba municipality	7	-76.06667	POINT (-76.066670 7.000000)	139888	Colombia	100	Americas	1	1	07/18/1999 00:00:00	07/18/1999 00:00:00	0	0	4	0	4	4	4
222091	COL-1999-1-237-32	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 18 July 1999 "Colombian rebels attack in capital, talks in limbo.					1	Bogotá city	Southern Bogota	Bogotá department	Bogotá municipality	4.649178	-74.062827	POINT (-74.062827 4.649178)	136292	Colombia	100	Americas	1	1	07/17/1999 00:00:00	07/17/1999 00:00:00	5	1	0	0	6	6	6
222092	COL-1999-1-237-27	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 11 July 1999 "Colombia army says killed 64 rebels in clashes.				Military spokesman	2	Hato Corozal town	near the town of Hato Corozal, eastern Casanare province	Casanare department	Hato Corozal municipality	6.156757	-71.763716	POINT (-71.763716 6.156757)	138457	Colombia	100	Americas	1	1	07/10/1999 00:00:00	07/10/1999 00:00:00	0	38	0	0	38	38	38
222093	COL-1999-1-237-28	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 11 July 1999 "Colombia army says killed 64 rebels in clashes.				Military spokesman	1	El Doncello town	town of Doncello, in southern Caqueta province.	Caquetá department	El Doncello municipality	1.678168	-75.284655	POINT (-75.284655 1.678168)	131970	Colombia	100	Americas	1	1	07/10/1999 00:00:00	07/10/1999 00:00:00	0	19	0	0	19	19	19
222094	COL-1999-3-1632-37	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de San Pablo, julio de 1999" http://rutasdelconflicto.com/interna.php?masacre=221					3	San Pablo municipality	rural area of ​​the municipality of San Pablo, Nariño	Nariño department	San Pablo municipality	1.6702	-77.02373	POINT (-77.023730 1.670200)	131966	Colombia	100	Americas	1	1	07/21/1999 00:00:00	07/21/1999 00:00:00	0	0	4	0	4	4	4
222095	COL-1999-1-237-29	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 11 July 1999 "Colombia army says killed 64 rebels in clashes.				Military spokesman	6	Colombia	Colombia			4	-72	POINT (-72.000000 4.000000)	135577	Colombia	100	Americas	2	2	07/10/1999 00:00:00	07/11/1999 00:00:00	3	7	6	0	16	16	16
222096	COL-1999-1-237-78	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Radio Cadena Nacional web site, Bogota, in Spanish 22 Jul 99				Military report	6	Colombia	Colombia			4	-72	POINT (-72.000000 4.000000)	135577	Colombia	100	Americas	2	5	01/01/1999 00:00:00	07/22/1999 00:00:00	0	280	0	0	280	127	280
222097	COL-1999-1-237-30	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Reuters 11 July 1999 "Colombian rebels press wide offensive." /Reuters 12 July 1999 "Colombia rebels say killed 68 troops, lost 32." /Reuters 13 July 1999 "Sporadic clashes, Colombia says guerrillas routed.				Rebel spokesman / Military spokesman	6	Colombia	Colombia			4	-72	POINT (-72.000000 4.000000)	135577	Colombia	100	Americas	2	2	07/10/1999 00:00:00	07/12/1999 00:00:00	28	0	0	0	28	166	28
222098	COL-1999-3-6501-999	1999	False	Clear	3	6501	13753	ACC - Civilians	6501	14825	ACC - Civilians	6501	6501	ACC	9999	1	Civilians	-1	Reuters 1999-7-15 /Rutas del Conflicto "Masacre de Villanueva, Casanare" http://rutasdelconflicto.com/interna.php?masacre=312				authorities	1	Villanueva town	Villanueva town, Casanare province	Casanare department	San Luis de Palenque  municipality	5.28333	-71.96667	POINT (-71.966670 5.283330)	137017	Colombia	100	Americas	1	1	07/15/1999 00:00:00	07/15/1999 00:00:00	0	0	5	0	5	5	5
222099	COL-1999-3-1632-38	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Curumaní" http://rutasdelconflicto.com/interna.php?masacre=82					3	Curumaní municipality	on the road between the villages Dos de Mayo and Dos Brazos in rural Curumaní, Cesar	Cesar department	Curumaní municipality	9.20545	-73.51988	POINT (-73.519880 9.205450)	142773	Colombia	100	Americas	1	1	07/25/1999 00:00:00	07/25/1999 00:00:00	0	0	5	0	5	5	5
222100	COL-1999-3-1632-39	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Rutas del Conflicto "Masacre de Los Cuervos y Puerto Barracas" http://rutasdelconflicto.com/interna.php?masacre=307					1	La Gabarra village	Los Cuervos and Puerto Barrancas area, village of La Gabarra, Tibu, Norte de Santander	Norte de Santander department	Tibú municipality	9.000916	-72.910858	POINT (-72.910858 9.000916)	142775	Colombia	100	Americas	1	1	07/31/1999 00:00:00	07/31/1999 00:00:00	0	0	5	0	5	5	5
222101	COL-1999-1-237-33	1999	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Inravision TV-A, Bogota, in Spanish 1924 gmt 20 Jul 99					1	El Carmen de Bolívar town	near El Carmen, Bolivar Department	Bolívar department	El Carmen de Bolívar municipality	9.717396	-75.120232	POINT (-75.120232 9.717396)	143490	Colombia	100	Americas	1	1	07/20/1999 00:00:00	07/20/1999 00:00:00	1	0	0	0	1	1	1
222102	COL-1999-3-1632-4	1999	True	Clear	3	1632	610	AUC - Civilians	1632	1077	AUC - Civilians	1632	771	AUC	9999	1	Civilians	-1	Reuters 1999-1-10 /Rutas del Conflicto "Masacre de El Piñon" http://rutasdelconflicto.com/interna.php?masacre=75				authorities	1	Playón de Orozco village	Playon de Orozco village in El Pinon municipality, Magdalena province	Magdalena department	El Piñon municipality	10.3493	-74.615	POINT (-74.615000 10.349300)	144211	Colombia	100	Americas	1	1	01/09/1999 00:00:00	01/09/1999 00:00:00	0	0	27	0	27	27	27
